max_lifespan_h,min_lifespan_h,mean_lifespan_h,max_lifespan_z,min_lifespan_z,mean_lifespan_z,max_resources,min_resources,mean_resources,max_esc_xp,min_esc_xp,mean_esc_xp,max_win_xp,min_win_xp,mean_win_xp,max_love_xp,min_love_xp,mean_love_xp,max_war_xp,min_war_xp,mean_war_xp,max_theft,min_theft,mean_theft,max_zh_kd,min_zh_kd,mean_zh_kd,max_hh_kd,min_hh_kd,mean_hh_kd,max_hz_kd,min_hz_kd,mean_hz_kd,max_z_enc,min_z_enc,mean_z_enc,max_h_enc,min_h_enc,mean_h_enc,days_until_all_zombies,humans,zombies,full_dead
12,0,3.5454545454545454,10,1,3.4545454545454546,22.60546875,0.0,4.330965909090909,1,0,0.030303030303030304,3,0,0.09090909090909091,16,0,3.9393939393939394,1,0,0.06060606060606061,2,0,0.18181818181818182,3,0,0.09090909090909091,1,0,0.06060606060606061,2,0,0.6363636363636364,4,0,0.48484848484848486,8,0,2.0303030303030303,12,0,33,0
13,0,4.375,9,1,3.4375,13.25,0.0,4.17578125,1,0,0.25,1,0,0.1875,6,0,2.0625,1,0,0.0625,1,0,0.125,1,0,0.1875,1,0,0.0625,3,0,1.0,3,0,0.8125,4,0,0.9375,14,0,16,0
14,0,5.913043478260869,10,1,4.478260869565218,15.0,0.0,2.625486404999443,1,0,0.08695652173913043,2,0,0.13043478260869565,27,0,6.6521739130434785,1,0,0.043478260869565216,1,0,0.13043478260869565,2,0,0.13043478260869565,1,0,0.043478260869565216,3,0,0.782608695652174,3,0,0.5217391304347826,15,0,3.4782608695652173,14,0,23,0
18,4,12.0,10,2,5.166666666666667,8.5,-0.005859375,3.2774149576822915,1,0,0.3333333333333333,1,0,0.16666666666666666,13,0,8.666666666666666,0,0,0.0,0,0,0.0,1,0,0.16666666666666666,0,0,0.0,3,0,0.6666666666666666,4,0,1.1666666666666667,7,0,4.5,19,0,6,0
35,35,35.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,2,2,2.0,3,3,3.0,0,0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,2,2,2.0,1,1,1.0,36,0,1,0
10,0,3.717948717948718,11,1,4.641025641025641,24.0,-0.25,3.392186091496394,2,0,0.15384615384615385,1,0,0.15384615384615385,18,0,3.8205128205128207,1,0,0.07692307692307693,1,0,0.02564102564102564,1,0,0.15384615384615385,1,0,0.07692307692307693,4,0,0.5897435897435898,6,0,0.5897435897435898,10,0,2.051282051282051,11,0,39,0
16,2,10.454545454545455,9,1,4.545454545454546,9.25,-0.4395418167114258,2.271214008331299,2,0,0.45454545454545453,1,0,0.18181818181818182,27,0,12.181818181818182,1,0,0.18181818181818182,1,0,0.2727272727272727,1,0,0.18181818181818182,1,0,0.18181818181818182,2,0,0.2727272727272727,4,0,1.2727272727272727,15,0,6.0,17,0,11,0
12,0,3.6153846153846154,10,1,3.8974358974358974,17.5,0.0,4.358974358974359,1,0,0.15384615384615385,1,0,0.10256410256410256,17,0,3.282051282051282,1,0,0.10256410256410256,1,0,0.1282051282051282,1,0,0.10256410256410256,1,0,0.10256410256410256,3,0,0.7435897435897436,4,0,0.6410256410256411,8,0,1.7435897435897436,12,0,39,0
12,0,3.5357142857142856,11,1,3.857142857142857,20.5,0.0,4.339285714285714,5,0,0.42857142857142855,1,0,0.17857142857142858,14,0,2.3214285714285716,2,0,0.21428571428571427,2,0,0.17857142857142858,1,0,0.17857142857142858,2,0,0.21428571428571427,4,0,0.75,11,0,1.25,8,0,1.4285714285714286,12,0,28,0
14,0,8.04,10,1,5.04,10.5,-0.1980045735836029,1.5967775201797485,1,0,0.12,1,0,0.2,22,0,9.68,1,0,0.04,2,0,0.2,1,0,0.2,1,0,0.04,2,0,0.6,3,0,0.64,11,0,4.84,15,0,25,0
8,0,1.7647058823529411,11,2,5.431372549019608,18.0,0.0,4.794117647058823,2,0,0.13725490196078433,2,0,0.0784313725490196,11,0,1.2745098039215685,2,0,0.2549019607843137,1,0,0.0392156862745098,2,0,0.0784313725490196,2,0,0.2549019607843137,3,0,0.5490196078431373,4,0,0.49019607843137253,6,0,0.9019607843137255,8,0,51,0
18,1,9.0,10,1,4.333333333333333,30.5,0.0,7.311930338541667,1,0,0.16666666666666666,4,0,0.8333333333333334,10,0,3.6666666666666665,1,0,0.16666666666666666,1,0,0.16666666666666666,4,0,0.8333333333333334,1,0,0.16666666666666666,3,0,1.3333333333333333,7,0,1.3333333333333333,6,0,2.1666666666666665,19,0,6,0
17,6,10.375,10,1,4.125,10.62890625,0.0,3.68408203125,1,0,0.25,1,0,0.125,13,0,6.75,1,0,0.125,1,0,0.25,1,0,0.125,1,0,0.125,1,0,0.5,2,0,0.625,7,0,3.5,18,0,8,0
13,0,4.928571428571429,9,1,3.2857142857142856,7.5,0.0,2.580357142857143,2,0,0.35714285714285715,2,0,0.2857142857142857,7,0,2.142857142857143,1,0,0.14285714285714285,0,0,0.0,2,0,0.2857142857142857,1,0,0.14285714285714285,3,0,0.7857142857142857,7,0,1.2857142857142858,3,0,1.0,14,0,14,0
45,45,45.0,10,10,10.0,0.0,0.0,0.0,1,1,1.0,2,2,2.0,1,1,1.0,0,0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,4,4,4.0,1,1,1.0,46,0,1,0
35,35,35.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,3,3,3.0,10,10,10.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,3,3,3.0,4,4,4.0,36,0,1,0
6,0,1.3725490196078431,13,4,6.96078431372549,22.5,0.0,5.7254901960784315,1,0,0.058823529411764705,1,0,0.0784313725490196,5,0,0.5098039215686274,3,0,0.29411764705882354,1,0,0.0392156862745098,1,0,0.0784313725490196,3,0,0.29411764705882354,3,0,0.5294117647058824,4,0,0.35294117647058826,5,0,0.5490196078431373,6,0,51,0
24,17,20.5,10,2,6.0,2.6140098571777344,0.0,1.3070049285888672,0,0,0.0,3,0,1.5,33,30,31.5,0,0,0.0,0,0,0.0,3,0,1.5,0,0,0.0,0,0,0.0,3,0,1.5,17,14,15.5,25,0,2,0
41,41,41.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,2,2,2.0,28,28,28.0,0,0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,2,2,2.0,15,15,15.0,42,0,1,0
25,25,25.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,26,0,1,0
19,0,10.333333333333334,9,1,4.0,35.40625,0.0,6.290201822916667,1,0,0.16666666666666666,4,0,0.6666666666666666,10,0,4.166666666666667,0,0,0.0,1,0,0.16666666666666666,4,0,0.6666666666666666,0,0,0.0,5,0,1.0,4,0,1.0,5,0,1.8333333333333333,20,0,6,0
19,8,10.333333333333334,9,1,3.0,9.3125,0.0,2.6964925130208335,0,0,0.0,3,0,0.6666666666666666,18,1,9.5,0,0,0.0,1,0,0.16666666666666666,3,0,0.6666666666666666,0,0,0.0,2,0,0.8333333333333334,3,0,0.6666666666666666,8,0,4.833333333333333,20,0,6,0
9,0,1.7857142857142858,9,1,3.6666666666666665,33.5,0.0,5.923735119047619,3,0,0.16666666666666666,3,0,0.16666666666666666,6,0,0.7380952380952381,2,0,0.14285714285714285,2,0,0.14285714285714285,3,0,0.16666666666666666,2,0,0.14285714285714285,3,0,0.5952380952380952,7,0,0.6904761904761905,3,0,0.47619047619047616,10,0,42,0
24,11,19.666666666666668,10,5,8.333333333333334,0.2770978502206701,0.0,0.0923659500735567,0,0,0.0,2,0,0.6666666666666666,30,11,19.333333333333332,0,0,0.0,1,0,0.3333333333333333,2,0,0.6666666666666666,0,0,0.0,3,0,1.0,2,0,0.6666666666666666,16,5,9.666666666666666,25,0,3,0
42,42,42.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,5,5,5.0,1,1,1.0,0,0,0.0,0,0,0.0,5,5,5.0,0,0,0.0,0,0,0.0,5,5,5.0,1,1,1.0,43,0,1,0
45,45,45.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,5,5,5.0,3,3,3.0,0,0,0.0,0,0,0.0,5,5,5.0,0,0,0.0,0,0,0.0,5,5,5.0,2,2,2.0,46,0,1,0
15,0,8.642857142857142,9,2,5.928571428571429,9.4375,0.0,1.9635881696428572,1,0,0.14285714285714285,1,0,0.07142857142857142,29,0,10.785714285714286,1,0,0.07142857142857142,0,0,0.0,1,0,0.07142857142857142,1,0,0.07142857142857142,4,0,1.0714285714285714,3,0,0.42857142857142855,14,0,5.571428571428571,16,0,14,0
12,0,5.1923076923076925,10,1,4.846153846153846,7.25,-0.32470703125,2.5517671291644755,0,0,0.0,1,0,0.07692307692307693,26,0,7.5,0,0,0.0,2,0,0.2692307692307692,1,0,0.07692307692307693,0,0,0.0,4,0,0.8076923076923077,1,0,0.2692307692307692,14,0,3.6923076923076925,13,0,26,0
24,18,21.0,10,4,7.0,0.0,0.0,0.0,0,0,0.0,1,0,0.5,0,0,0.0,0,0,0.0,2,0,1.0,1,0,0.5,0,0,0.0,0,0,0.0,1,0,0.5,0,0,0.0,25,0,2,0
21,14,18.333333333333332,10,3,7.333333333333333,0.0,0.0,0.0,2,0,1.0,3,0,1.3333333333333333,17,0,9.333333333333334,1,0,0.3333333333333333,0,0,0.0,3,0,1.3333333333333333,1,0,0.3333333333333333,0,0,0.0,7,1,3.3333333333333335,9,0,5.333333333333333,22,0,3,0
52,52,52.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,2,2,2.0,1,1,1.0,0,0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,53,0,1,0
24,24,24.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,0,0,0.0,1,1,1.0,2,2,2.0,0,0,0.0,0,0,0.0,2,2,2.0,0,0,0.0,25,0,1,0
10,0,1.9736842105263157,9,1,3.3421052631578947,21.5,0.0,4.421052631578948,2,0,0.18421052631578946,1,0,0.05263157894736842,7,0,0.8421052631578947,2,0,0.15789473684210525,1,0,0.07894736842105263,1,0,0.05263157894736842,2,0,0.15789473684210525,3,0,0.7894736842105263,4,0,0.5789473684210527,4,0,0.6052631578947368,11,0,38,0
54,54,54.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,3,3,3.0,7,7,7.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,3,3,3.0,4,4,4.0,55,0,1,0
22,15,18.5,10,3,6.5,0.0,0.0,0.0,0,0,0.0,2,0,0.5,24,11,18.333333333333332,0,0,0.0,0,0,0.0,2,0,0.5,0,0,0.0,0,0,0.0,2,0,0.5,14,5,9.333333333333334,23,0,6,0
30,30,30.0,10,10,10.0,0.0,0.0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,31,0,1,0
41,41,41.0,10,10,10.0,0.0,0.0,0.0,1,0,0.5,3,2,2.5,15,8,11.5,0,0,0.0,0,0,0.0,3,2,2.5,0,0,0.0,0,0,0.0,5,2,3.5,7,4,5.5,42,0,2,0
10,0,3.0681818181818183,10,1,4.204545454545454,9.0,0.0,4.208466269753196,3,0,0.1590909090909091,1,0,0.022727272727272728,13,0,2.840909090909091,1,0,0.06818181818181818,1,0,0.11363636363636363,1,0,0.022727272727272728,1,0,0.06818181818181818,2,0,0.6818181818181818,7,0,0.5227272727272727,6,0,1.4545454545454546,11,0,44,0
11,0,4.068965517241379,10,1,4.344827586206897,14.5,-0.3037109375,3.6540298395758044,0,0,0.0,3,0,0.2413793103448276,23,0,5.241379310344827,2,0,0.1724137931034483,2,0,0.3103448275862069,3,0,0.2413793103448276,2,0,0.1724137931034483,3,0,0.7241379310344828,3,0,0.5172413793103449,13,0,2.7586206896551726,12,0,29,0
17,2,9.6,9,1,4.1,18.40625,0.0,3.522238922119141,0,0,0.0,3,0,0.6,21,0,9.1,2,0,0.2,1,0,0.1,3,0,0.6,2,0,0.2,3,0,0.7,3,0,0.7,11,0,4.5,18,0,10,0
16,0,7.0,10,1,4.0588235294117645,4.34375,-0.453125,1.2144631778492647,1,0,0.11764705882352941,1,0,0.11764705882352941,13,0,5.9411764705882355,0,0,0.0,1,0,0.17647058823529413,1,0,0.11764705882352941,0,0,0.0,4,0,0.9411764705882353,2,0,0.5882352941176471,7,0,2.823529411764706,16,0,17,0
21,14,17.0,10,3,6.0,0.0,0.0,0.0,1,0,0.3333333333333333,2,0,1.0,7,0,2.6666666666666665,0,0,0.0,0,0,0.0,2,0,1.0,0,0,0.0,0,0,0.0,3,0,1.6666666666666667,3,0,1.0,22,0,3,0
44,44,44.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,45,0,1,0
40,40,40.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,4,4,4.0,14,14,14.0,0,0,0.0,0,0,0.0,4,4,4.0,0,0,0.0,0,0,0.0,4,4,4.0,7,7,7.0,41,0,1,0
18,0,10.055555555555555,11,1,4.833333333333333,7.571887349037752,-0.4416542053222656,1.4255099826388888,0,0,0.0,1,0,0.1111111111111111,38,0,11.055555555555555,2,0,0.1111111111111111,2,0,0.2222222222222222,1,0,0.1111111111111111,2,0,0.1111111111111111,3,0,0.8888888888888888,2,0,0.3888888888888889,21,0,5.722222222222222,18,0,18,0
16,5,10.615384615384615,10,1,5.461538461538462,11.5625,0.0,2.1539755967947154,1,0,0.15384615384615385,1,0,0.15384615384615385,28,0,12.846153846153847,1,0,0.07692307692307693,1,0,0.15384615384615385,1,0,0.15384615384615385,1,0,0.07692307692307693,3,0,0.46153846153846156,2,0,0.6153846153846154,15,0,6.615384615384615,17,0,13,0
18,4,12.5,10,1,5.75,3.0,0.0,0.75,1,0,0.25,2,0,0.5,5,0,1.25,0,0,0.0,0,0,0.0,2,0,0.5,0,0,0.0,2,0,0.5,2,0,1.0,2,0,0.5,19,0,4,0
12,0,3.5,10,1,3.8846153846153846,15.0,0.0,2.7748272235576925,1,0,0.07692307692307693,1,0,0.07692307692307693,24,0,5.346153846153846,1,0,0.038461538461538464,1,0,0.11538461538461539,1,0,0.07692307692307693,1,0,0.038461538461538464,3,0,1.0769230769230769,3,0,0.4230769230769231,11,0,2.769230769230769,13,0,26,0
75,75,75.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,76,0,1,0
17,0,11.636363636363637,10,1,5.7272727272727275,5.0,-0.2530291676521301,1.13608825748617,0,0,0.0,2,0,0.36363636363636365,32,0,10.909090909090908,0,0,0.0,1,0,0.18181818181818182,2,0,0.36363636363636365,0,0,0.0,4,0,0.5454545454545454,2,0,0.5454545454545454,15,0,5.545454545454546,18,0,11,0
15,1,6.352941176470588,10,1,3.176470588235294,13.0,0.0,4.369306837811189,1,0,0.11764705882352941,1,0,0.11764705882352941,16,0,4.352941176470588,1,0,0.11764705882352941,1,0,0.23529411764705882,1,0,0.11764705882352941,1,0,0.11764705882352941,2,0,0.8823529411764706,3,0,0.4117647058823529,8,0,2.176470588235294,16,0,17,0
11,0,4.257142857142857,10,1,4.142857142857143,15.5,0.0,3.239514400849917,2,0,0.11428571428571428,2,0,0.2,25,0,5.371428571428571,2,0,0.14285714285714285,1,0,0.02857142857142857,2,0,0.2,2,0,0.14285714285714285,2,0,0.5714285714285714,4,0,0.6,13,0,2.8285714285714287,12,0,35,0
29,29,29.0,10,10,10.0,0.0,0.0,0.0,2,2,2.0,3,3,3.0,5,5,5.0,0,0,0.0,2,2,2.0,3,3,3.0,0,0,0.0,0,0,0.0,7,7,7.0,2,2,2.0,30,0,1,0
31,31,31.0,10,10,10.0,0.0,0.0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,6,6,6.0,1,1,1.0,32,0,1,0
14,0,5.35,10,1,3.6,9.0,0.0,2.40269775390625,2,0,0.15,1,0,0.2,26,0,5.95,0,0,0.0,2,0,0.2,1,0,0.2,0,0,0.0,3,0,1.05,4,0,0.75,13,0,2.85,15,0,20,0
11,0,3.323529411764706,9,1,3.764705882352941,20.25,0.0,4.565257352941177,5,0,0.2647058823529412,2,0,0.20588235294117646,10,0,1.5588235294117647,2,0,0.14705882352941177,1,0,0.11764705882352941,2,0,0.20588235294117646,2,0,0.14705882352941177,3,0,0.7941176470588235,11,0,0.8823529411764706,6,0,0.9117647058823529,12,0,34,0
14,0,7.466666666666667,9,1,4.6,22.59375,0.0,4.1625,0,0,0.0,2,0,0.26666666666666666,13,0,4.933333333333334,1,0,0.13333333333333333,0,0,0.0,2,0,0.26666666666666666,1,0,0.13333333333333333,3,0,0.6666666666666666,3,0,0.7333333333333333,7,0,2.7333333333333334,15,0,15,0
16,1,9.3,10,1,4.1,8.75,0.0,1.88203125,0,0,0.0,2,0,0.4,20,1,6.6,0,0,0.0,1,0,0.1,2,0,0.4,0,0,0.0,3,0,0.5,3,0,0.5,10,0,3.3,17,0,10,0
12,0,3.65,10,1,3.0,14.5,0.0,4.2125,2,0,0.15,2,0,0.1,6,0,1.25,2,0,0.15,2,0,0.35,2,0,0.1,2,0,0.15,3,0,0.75,5,0,0.6,3,0,0.8,13,0,20,0
13,0,5.0,9,1,3.3333333333333335,20.0,0.0,4.017361111111111,0,0,0.0,1,0,0.2777777777777778,8,0,2.2777777777777777,2,0,0.1111111111111111,1,0,0.2777777777777778,1,0,0.2777777777777778,2,0,0.1111111111111111,2,0,0.7777777777777778,2,0,0.4444444444444444,4,0,1.4444444444444444,14,0,18,0
66,66,66.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,4,4,4.0,1,1,1.0,1,1,1.0,0,0,0.0,4,4,4.0,1,1,1.0,0,0,0.0,4,4,4.0,1,1,1.0,67,0,1,0
65,65,65.0,10,10,10.0,0.0,0.0,0.0,1,1,1.0,6,6,6.0,1,1,1.0,0,0,0.0,1,1,1.0,6,6,6.0,0,0,0.0,0,0,0.0,8,8,8.0,0,0,0.0,66,0,1,0
44,44,44.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,6,6,6.0,4,4,4.0,0,0,0.0,2,2,2.0,6,6,6.0,0,0,0.0,0,0,0.0,6,6,6.0,1,1,1.0,45,0,1,0
14,0,5.0588235294117645,9,1,3.0588235294117645,4.0,0.0,1.603205961339614,2,0,0.4117647058823529,1,0,0.23529411764705882,20,0,4.235294117647059,1,0,0.058823529411764705,1,0,0.23529411764705882,1,0,0.23529411764705882,1,0,0.058823529411764705,3,0,1.0,6,0,1.1764705882352942,10,0,2.176470588235294,15,0,17,0
45,45,45.0,10,10,10.0,0.0,0.0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,0,0,0.0,3,3,3.0,0,0,0.0,46,0,1,0
14,1,6.0,10,1,3.6,3.7998046875,0.0,1.5599609375,4,0,0.8,1,0,0.2,7,0,3.8,0,0,0.0,2,0,0.6,1,0,0.2,0,0,0.0,2,0,0.8,9,0,2.4,3,0,1.6,15,0,5,0
12,0,3.5172413793103448,9,1,2.896551724137931,28.875,0.0,5.505926724137931,1,0,0.06896551724137931,1,0,0.1724137931034483,17,0,3.7586206896551726,2,0,0.3103448275862069,2,0,0.1724137931034483,1,0,0.1724137931034483,2,0,0.3103448275862069,2,0,0.7931034482758621,4,0,0.5517241379310345,10,0,2.1724137931034484,13,0,29,0
29,29,29.0,10,10,10.0,0.0,0.0,0.0,2,2,2.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,5,5,5.0,0,0,0.0,30,0,1,0
16,8,11.8,10,1,5.2,1.687440300588662,0.0,0.6052674675588662,1,0,0.2,1,0,0.2,45,0,20.0,0,0,0.0,1,0,0.4,1,0,0.2,0,0,0.0,0,0,0.0,2,0,1.0,23,0,10.0,17,0,5,0
13,0,6.523809523809524,10,2,4.809523809523809,12.43798828125,0.0,4.045143309093657,1,0,0.14285714285714285,3,0,0.3333333333333333,23,0,5.523809523809524,1,0,0.047619047619047616,2,0,0.14285714285714285,3,0,0.3333333333333333,1,0,0.047619047619047616,2,0,0.7142857142857143,4,0,0.8095238095238095,12,0,2.8095238095238093,14,0,21,0
14,0,6.636363636363637,9,1,4.090909090909091,10.5,-0.25,3.3380681818181817,2,0,0.13636363636363635,2,0,0.22727272727272727,18,0,4.318181818181818,1,0,0.09090909090909091,1,0,0.09090909090909091,2,0,0.22727272727272727,1,0,0.09090909090909091,3,0,0.7727272727272727,5,0,0.6363636363636364,9,0,2.1818181818181817,15,0,22,0
15,0,5.333333333333333,9,1,4.333333333333333,7.75,0.0,3.25,1,0,0.16666666666666666,0,0,0.0,4,0,1.1666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4,0,1.6666666666666667,2,0,0.3333333333333333,1,0,0.3333333333333333,16,0,6,0
15,0,6.384615384615385,9,1,2.769230769230769,5.578125,0.0,1.4290865384615385,0,0,0.0,3,0,0.3076923076923077,11,0,3.4615384615384617,0,0,0.0,2,0,0.15384615384615385,3,0,0.3076923076923077,0,0,0.0,4,0,0.7692307692307693,3,0,0.6153846153846154,6,0,1.7692307692307692,16,0,13,0
9,0,3.1025641025641026,10,1,4.717948717948718,22.0,0.0,4.878205128205129,2,0,0.15384615384615385,5,0,0.28205128205128205,20,0,2.641025641025641,2,0,0.20512820512820512,1,0,0.07692307692307693,5,0,0.28205128205128205,2,0,0.20512820512820512,2,0,0.5128205128205128,6,0,0.9230769230769231,13,0,1.5384615384615385,10,0,39,0
24,4,18.25,10,1,6.75,15.165219366550446,0.0,4.641775541007519,0,0,0.0,4,0,1.75,19,1,12.25,0,0,0.0,1,0,0.25,4,0,1.75,0,0,0.0,4,0,1.0,4,0,1.75,9,0,5.75,25,0,4,0
16,0,8.523809523809524,11,1,5.142857142857143,11.5,0.0,3.304174804990984,1,0,0.09523809523809523,3,0,0.38095238095238093,50,0,14.285714285714286,1,0,0.09523809523809523,1,0,0.23809523809523808,3,0,0.38095238095238093,1,0,0.09523809523809523,3,0,0.8571428571428571,3,0,0.7142857142857143,22,0,7.333333333333333,16,0,21,0
12,0,5.666666666666667,10,1,4.875,11.1875,-0.11178749479586259,2.389948067262594,2,0,0.20833333333333334,1,0,0.08333333333333333,31,0,8.208333333333334,1,0,0.08333333333333333,2,0,0.16666666666666666,1,0,0.08333333333333333,1,0,0.08333333333333333,3,0,0.6666666666666666,4,0,0.75,17,0,4.25,13,0,24,0
13,0,5.333333333333333,9,1,3.3333333333333335,12.5,-0.20018386840820312,3.1252848307291665,1,0,0.09523809523809523,1,0,0.2857142857142857,19,0,6.0,0,0,0.0,1,0,0.09523809523809523,1,0,0.2857142857142857,0,0,0.0,2,0,0.6666666666666666,4,0,0.9047619047619048,11,0,2.9523809523809526,14,0,21,0
13,0,3.1904761904761907,10,1,2.6666666666666665,15.25,0.0,4.223214285714286,9,0,0.5714285714285714,1,0,0.047619047619047616,12,0,2.6666666666666665,2,0,0.19047619047619047,2,0,0.23809523809523808,1,0,0.047619047619047616,2,0,0.19047619047619047,3,0,0.8095238095238095,18,0,1.3333333333333333,6,0,1.4285714285714286,13,0,21,0
10,0,2.675675675675676,10,1,3.7567567567567566,16.0,0.0,4.121621621621622,2,0,0.21621621621621623,1,0,0.05405405405405406,11,0,1.5135135135135136,2,0,0.21621621621621623,2,0,0.10810810810810811,1,0,0.05405405405405406,2,0,0.21621621621621623,3,0,0.6756756756756757,4,0,0.6486486486486487,5,0,0.972972972972973,11,0,37,0
15,1,10.461538461538462,10,1,5.615384615384615,6.260965347290039,-0.4020233154296875,1.057276358971229,2,0,0.15384615384615385,1,0,0.07692307692307693,29,0,12.153846153846153,0,0,0.0,2,0,0.3076923076923077,1,0,0.07692307692307693,0,0,0.0,2,0,0.23076923076923078,4,0,0.7692307692307693,14,0,6.153846153846154,16,0,13,0
18,5,10.875,10,1,3.75,6.5,-0.3872947692871094,0.7640881538391113,0,0,0.0,2,0,0.25,23,0,9.625,0,0,0.0,0,0,0.0,2,0,0.25,0,0,0.0,2,0,0.375,2,0,0.25,13,0,4.875,19,0,8,0
11,0,3.2058823529411766,9,1,3.7058823529411766,16.5,0.0,5.283088235294118,2,0,0.17647058823529413,2,0,0.17647058823529413,14,0,2.2058823529411766,2,0,0.17647058823529413,2,0,0.17647058823529413,2,0,0.17647058823529413,2,0,0.17647058823529413,3,0,0.8235294117647058,5,0,0.6470588235294118,8,0,1.2647058823529411,12,0,34,0
27,27,27.0,10,10,10.0,0.0,0.0,0.0,1,1,1.0,2,2,2.0,7,4,5.5,4,0,2.0,0,0,0.0,2,2,2.0,4,0,2.0,0,0,0.0,4,4,4.0,5,3,4.0,28,0,2,0
12,0,4.653846153846154,18,1,4.076923076923077,15.1875,0.0,3.2385095449594345,1,0,0.038461538461538464,2,0,0.11538461538461539,52,0,8.461538461538462,2,0,0.15384615384615385,1,0,0.07692307692307693,2,0,0.11538461538461539,2,0,0.15384615384615385,3,0,0.7692307692307693,2,0,0.3076923076923077,24,0,4.346153846153846,13,0,26,0
12,0,4.964285714285714,9,1,4.285714285714286,11.28125,-0.5,3.02734375,2,0,0.10714285714285714,1,0,0.10714285714285714,24,0,4.821428571428571,1,0,0.03571428571428571,1,0,0.14285714285714285,1,0,0.10714285714285714,1,0,0.03571428571428571,3,0,0.7142857142857143,5,0,0.5,13,0,2.5,13,0,28,0
17,3,9.714285714285714,9,1,3.4285714285714284,1.25,0.0,0.35714285714285715,0,0,0.0,0,0,0.0,7,0,4.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,0,0.42857142857142855,1,0,0.14285714285714285,3,0,2.0,18,0,7,0
15,0,6.157894736842105,12,1,3.6315789473684212,11.734375,-0.3363800048828125,2.4812979447214225,1,0,0.10526315789473684,1,0,0.05263157894736842,20,0,6.578947368421052,0,0,0.0,1,0,0.2631578947368421,1,0,0.05263157894736842,0,0,0.0,2,0,0.7894736842105263,2,0,0.6842105263157895,11,0,3.210526315789474,15,0,19,0
17,1,7.875,10,1,3.5,4.90625,0.0,2.4989050328731537,0,0,0.0,2,0,0.25,15,0,6.25,2,0,0.25,0,0,0.0,2,0,0.25,2,0,0.25,3,0,0.875,2,0,0.625,9,0,3.375,17,0,8,0
20,9,13.714285714285714,9,1,3.7857142857142856,8.990225531160831,-0.33904480934143066,0.9715836388358113,2,0,0.21428571428571427,3,0,0.5714285714285714,44,6,25.142857142857142,0,0,0.0,1,0,0.2857142857142857,3,0,0.5714285714285714,0,0,0.0,1,0,0.21428571428571427,7,0,1.2857142857142858,22,4,12.5,21,0,14,0
15,1,7.352941176470588,9,1,2.7058823529411766,4.75,0.0,1.8189201775719137,2,0,0.17647058823529413,3,0,0.29411764705882354,23,0,7.764705882352941,1,0,0.058823529411764705,1,0,0.058823529411764705,3,0,0.29411764705882354,1,0,0.058823529411764705,3,0,0.35294117647058826,4,0,0.8235294117647058,11,0,3.823529411764706,16,0,17,0
61,61,61.0,10,10,10.0,0.0,0.0,0.0,1,1,1.0,5,5,5.0,10,10,10.0,0,0,0.0,0,0,0.0,5,5,5.0,0,0,0.0,0,0,0.0,7,7,7.0,4,4,4.0,62,0,1,0
